"S1.1","S1.2","S1.3","S2.1","S2.2","S2.3","S3.1","S3.2","S3.3"
"Glyma06g13230.3",4.919179105,4.503860824,4.36465844,3.508926494,3.284326375,3.796464751,3.919421798,3.901739613,2.629277496
"Glyma05g25331.1",0.802444419,3.219282553,1.763406798,0.802444419,3.88500586,3.295618641,4.131515099,4.301300759,3.255648587
"Glyma10g42001.2",0.802444419,0.802444419,1.763406798,0.802444419,1.773750117,2.024570893,0.802444419,1.374338448,0.802444419
"Glyma06g13940.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma04g34150.4",3.189934035,2.480108018,3.198162033,0.802444419,1.981549201,2.485804332,1.960025921,2.161653477,2.629277496
"Glyma10g42960.1",6.754228383,6.962788508,6.725464889,6.912483062,7.29055231,7.323690682,7.727404795,7.435661816,7.200140009
"Glyma11g33430.1",5.759811393,5.920319453,5.655154137,5.058658307,4.602568137,4.62150018,5.764484058,5.16551754,6.233385717
"Glyma03g30960.1",2.57615938,2.480108018,1.969199029,2.504094126,2.652548323,3.077327899,0.802444419,2.664562324,3.255648587
"Glyma06g07540.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma14g37851.1",6.111114732,4.712672381,4.574861577,3.100206401,2.652548323,3.796464751,0.802444419,1.925188497,0.802444419
"Glyma20g02500.1",7.009586666,7.126015032,7.02581886,8.424606696,8.343598529,8.521223603,6.196231527,6.272540397,6.001428333
"Glyma02g47300.1",0.802444419,1.806181881,1.969199029,0.802444419,0.802444419,0.802444419,0.802444419,1.606099385,0.802444419
"Glyma15g35450.1",4.919179105,3.788031682,4.901087987,4.800537794,5.31976012,5.027465339,4.479085791,5.209585839,4.853410018
"Glyma19g39890.1",7.86638071,8.561695884,7.56778735,5.984182951,4.909997574,5.343497585,5.449142901,5.790682269,4.853410018
"Glyma17g04120.1",5.055331333,5.26910711,5.166630805,4.800537794,4.303866771,5.085207333,4.226705426,3.758838685,3.85248678
"Glyma07g03300.1",3.928861976,3.691498409,3.491326922,4.297148571,4.074821593,3.796464751,4.554162475,3.166774704,2.979755932
"Glyma13g26600.1",5.294105324,5.742112539,6.88589851,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma19g42790.1",3.928861976,2.195941712,2.412894115,0.802444419,2.299330519,2.485804332,3.919421798,3.380640935,3.85248678
"Glyma19g42970.2",0.802444419,3.219282553,3.323111951,3.100206401,3.404429577,3.648803158,3.525391014,3.119595914,2.629277496
"Glyma07g33210.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g10540.2",8.00696842,8.066095595,8.180340149,6.739548825,6.600419533,6.591408612,6.929565324,6.745594373,6.764902262
"Glyma04g08150.1",6.869244383,6.962788508,6.914989735,6.811229796,6.799644987,6.958018759,6.09981137,5.908841366,5.724814166
"Glyma07g11726.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma10g38070.1",8.708940212,8.85245115,8.452449018,10.13511855,10.09484165,10.26374507,10.67765583,10.59476478,11.14470784
"Glyma19g18636.1",7.197403157,7.098520163,7.33651635,6.500270914,6.648444077,6.070303107,4.693415826,5.084985441,5.587793098
"Glyma10g38630.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma06g08100.1",7.689885874,8.305322845,7.621713705,9.160307178,9.374735794,9.336121777,8.992121005,9.033710933,9.202053387
"Glyma02g01120.1",0.802444419,0.802444419,0.802444419,2.504094126,2.652548323,3.48353348,1.960025921,2.854499165,3.484529468
"Glyma08g47770.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma17g34740.4",4.189719725,3.070193613,3.323111951,3.100206401,4.14412898,4.541038243,3.669489075,3.632951641,3.484529468
"Glyma07g37990.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma03g32116.1",0.802444419,0.802444419,1.763406798,3.100206401,4.001936034,3.077327899,4.991751957,4.783169129,4.491656415
"Glyma08g13060.1",0.802444419,2.195941712,0.802444419,0.802444419,1.495619672,0.802444419,0.802444419,1.925188497,0.802444419
"Glyma13g13940.1",2.57615938,3.219282553,2.985693771,4.08008541,3.081390186,4.051948721,4.693415826,3.874301923,2.134442499
"Glyma08g21910.1",0.802444419,1.806181881,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma14g04210.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma14g04080.1",5.591163423,6.456478741,5.926953052,7.037296373,6.998010811,7.335604226,7.101194536,6.684575908,5.809413293
"Glyma11g20580.1",3.189934035,2.708883726,2.528801926,0.802444419,2.841576602,0.802444419,3.364437003,4.127218221,4.005527029
"Glyma09g06780.1",3.189934035,3.070193613,3.323111951,3.100206401,3.566863045,3.48353348,2.970397346,3.665507789,2.629277496
"Glyma09g33016.1",5.400091136,5.056433357,5.319782443,5.920745874,5.589807613,5.245681607,3.669489075,4.400170629,4.771186028
"Glyma07g02280.1",7.581619084,7.80772861,7.627582946,5.058658307,5.848288659,6.306636612,6.286602886,6.367822951,6.433132668
"Glyma12g03840.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma18g53020.3",0.802444419,2.480108018,1.763406798,2.504094126,2.299330519,2.485804332,1.960025921,2.354658205,2.979755932
"Glyma03g38440.3",3.60822179,4.259121106,4.215529758,3.508926494,2.926515396,2.815709867,3.800033846,3.599612774,3.484529468
"Glyma08g46090.2",6.672115838,6.499168757,6.686627386,8.120490249,7.814454762,7.605345551,8.057496579,8.161980094,8.015304127
"Glyma05g10590.1",7.226458735,7.344611755,7.281736914,8.00298212,8.247502829,8.435263809,8.331258598,8.343129736,8.462944173
"Glyma09g06144.1",0.802444419,1.806181881,1.763406798,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma03g32680.1",5.179675485,5.130880254,5.917394924,5.920745874,5.908725892,5.855276521,5.996473023,5.895433068,5.004924918
"Glyma09g37160.1",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,2.400776787,0.802444419,0.802444419
"Glyma19g36555.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma15g29980.1",6.793595219,7.49978755,7.153356598,7.283966833,7.399787189,7.299564255,6.886879905,6.853478641,6.699954339
"Glyma19g30510.1",2.57615938,2.195941712,1.969199029,0.802444419,2.299330519,2.024570893,1.960025921,2.519621769,2.629277496
"Glyma10g01176.1",5.294105324,5.877792286,4.841522825,5.711719484,4.333764552,5.888030736,5.283230233,4.692726999,5.141950986
"Glyma12g30620.1",11.77414227,11.49837204,11.67675078,8.342329489,8.291634145,8.314060649,9.517788762,9.588415126,9.900716644
"Glyma10g12165.1",0.802444419,4.190730225,3.593010849,4.08008541,3.665414987,3.077327899,2.970397346,3.494481589,3.85248678
"Glyma03g04380.1",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g02800.3",2.57615938,3.070193613,3.437521613,2.504094126,2.429190874,2.485804332,3.919421798,3.419649007,3.484529468
"Glyma10g31340.3",5.400091136,5.669155512,5.631956646,5.711719484,5.31976012,5.027465339,5.09562789,5.273252452,4.683947725
"Glyma08g12090.2",3.928861976,3.587762083,4.013009211,4.93540082,4.720092494,3.796464751,4.226705426,4.321632538,4.591037204
"Glyma19g31590.1",2.57615938,0.802444419,2.528801926,3.100206401,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma11g01220.5",3.60822179,2.708883726,3.198162033,0.802444419,3.006235812,3.077327899,2.400776787,2.59424315,0.802444419
"Glyma07g08100.1",4.768720191,5.166704137,5.560032404,3.508926494,3.46073552,3.648803158,3.181867923,2.664562324,2.979755932
"Glyma06g19020.2",2.57615938,3.691498409,3.198162033,0.802444419,2.152379961,3.295618641,0.802444419,1.925188497,0.802444419
"Glyma16g09005.1",0.802444419,1.806181881,1.763406798,0.802444419,2.299330519,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma14g11930.3",0.802444419,2.480108018,2.284122113,0.802444419,2.652548323,2.485804332,0.802444419,2.440040652,0.802444419
"Glyma04g07850.12",3.189934035,3.475608771,3.323111951,0.802444419,2.652548323,2.024570893,1.960025921,2.59424315,2.134442499
"Glyma02g12160.5",3.928861976,2.480108018,3.198162033,0.802444419,2.652548323,2.485804332,2.970397346,1.925188497,0.802444419
"Glyma15g18620.1",6.672115838,6.778700979,6.599704979,5.058658307,5.994877299,5.951385735,6.509358112,7.327576759,7.752572569
"Glyma13g04120.2",6.754228383,6.952586497,6.52618507,6.976239578,7.061459054,6.845862153,7.209079343,7.149966904,7.630112317
"Glyma04g10540.2",6.831915819,6.846388636,6.280035994,5.058658307,5.66183822,6.257365629,4.936849374,5.373469621,5.680574182
"Glyma02g10800.3",4.600559949,2.480108018,3.899687461,4.485384761,4.273326104,3.796464751,4.029452583,3.632951641,3.255648587
"Glyma03g04510.2",3.189934035,2.902131009,2.985693771,3.100206401,3.220032249,3.930005221,2.970397346,3.665507789,2.629277496
"Glyma08g16756.1",8.266758906,8.761891152,8.031136999,8.804147519,9.437567312,9.822293712,8.491762368,8.537855158,8.98303043
"Glyma04g10301.2",5.910758846,5.26910711,4.976842047,5.634708559,4.363046337,5.716258344,5.855914104,5.812250905,5.325709869
"Glyma06g46220.2",3.189934035,3.219282553,3.131044685,0.802444419,1.495619672,0.802444419,1.960025921,1.925188497,0.802444419
"Glyma04g41240.2",0.802444419,1.806181881,2.634493029,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g07840.2",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma04g34080.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma10g05051.1",5.179675485,4.446507418,5.150377706,3.82347168,5.04205395,3.930005221,4.693415826,4.8682338,4.384823783
"Glyma15g41901.1",6.341136825,6.255316458,5.74437694,6.363877518,6.8722177,6.55109488,6.350846775,6.707761482,6.88663051
"Glyma01g35650.1",7.282870745,7.15299553,7.350779524,5.553342477,5.730435097,5.787444605,4.758264225,4.56248298,4.384823783
"Glyma11g02921.2",0.802444419,2.480108018,2.138459829,0.802444419,2.299330519,2.815709867,2.717845277,2.050358216,2.629277496
"Glyma18g14640.1",6.286980845,6.594121628,6.461917982,3.100206401,2.841576602,2.815709867,2.717845277,2.262366414,2.629277496
"Glyma08g12140.1",6.975760616,6.540630888,7.361385101,6.944713629,6.575793752,6.153462673,7.063361833,7.059751446,6.071597943
"Glyma02g02030.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma03g36140.5",0.802444419,1.806181881,0.802444419,0.802444419,0.802444419,0.802444419,2.970397346,2.79429905,3.255648587
"Glyma07g11040.1",0.802444419,1.806181881,1.763406798,0.802444419,0.802444419,2.024570893,0.802444419,0.802444419,0.802444419
"Glyma04g02180.2",8.613195693,9.321360146,8.924754734,9.964879258,9.404747481,9.75514132,10.12055843,10.413676,10.16407896
"Glyma03g32481.1",7.042637474,7.336789129,7.205302988,7.35762989,7.420675411,7.59547098,7.887511132,8.059092029,7.923481843
"Glyma05g26690.2",3.60822179,2.195941712,1.969199029,3.508926494,2.54603671,2.024570893,3.181867923,1.780646184,0.802444419
"Glyma05g29651.1",2.57615938,2.195941712,2.284122113,0.802444419,1.773750117,2.485804332,2.970397346,1.925188497,0.802444419
"Glyma03g32070.7",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.960025921,2.050358216,0.802444419
"Glyma20g26920.3",0.802444419,0.802444419,1.763406798,0.802444419,1.773750117,0.802444419,3.525391014,3.380640935,2.979755932
"Glyma07g15585.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma10g35950.3",5.400091136,5.09413947,5.29043039,3.508926494,3.152509389,2.024570893,1.960025921,2.519621769,3.255648587
"Glyma13g44310.3",5.294105324,6.021448446,5.95525266,4.93540082,4.391737343,4.455765278,5.238576563,4.854402656,4.853410018
"Glyma02g46670.1",3.189934035,2.708883726,1.969199029,0.802444419,2.429190874,0.802444419,2.970397346,3.728417999,3.680652147
"Glyma03g22902.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma02g03655.1",3.189934035,3.691498409,3.859787307,4.93540082,4.650743819,4.769986034,4.693415826,4.768486952,4.491656415
"Glyma19g27190.1",7.488745589,7.336789129,7.292860506,7.258552049,7.850820578,7.930016473,7.574433328,7.875105969,8.024172905
"Glyma13g39965.1",2.57615938,2.480108018,2.284122113,0.802444419,0.802444419,0.802444419,1.960025921,0.802444419,0.802444419
"Glyma02g44380.5",4.768720191,5.395194889,4.995171227,6.811229796,7.216830734,6.845862153,6.350846775,6.410848729,6.202448784
"Glyma10g27910.3",3.60822179,2.195941712,2.985693771,0.802444419,1.981549201,2.485804332,1.960025921,2.050358216,2.134442499
"Glyma09g37840.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g13240.1",3.189934035,4.806651191,4.599085117,4.800537794,4.786233243,4.455765278,4.315904794,4.677081172,4.771186028
"Glyma20g32280.1",5.055331333,5.899212831,5.677983658,5.17215966,5.589807613,5.343497585,5.368578813,5.572069253,5.382087334
"Glyma04g21413.1",5.677956063,3.691498409,5.133938508,3.82347168,2.54603671,0.802444419,3.669489075,3.119595914,3.484529468
"Glyma17g00560.2",5.759811393,6.719761437,6.380813197,4.485384761,5.994877299,6.630625699,5.597878471,5.537940464,5.809413293
"Glyma02g14920.1",2.57615938,2.708883726,2.822146858,3.508926494,3.71218517,3.930005221,2.400776787,2.050358216,2.629277496
"Glyma08g29050.4",2.57615938,2.195941712,2.138459829,0.802444419,1.773750117,0.802444419,2.717845277,2.262366414,2.134442499
"Glyma03g37500.3",0.802444419,1.806181881,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma04g41691.1",3.189934035,3.878324529,3.198162033,3.82347168,3.081390186,3.295618641,3.525391014,3.212346128,2.979755932
"Glyma17g16170.1",8.954432404,9.135482025,8.806858107,9.075533827,9.303430858,9.290950968,9.531706927,9.604971047,9.808759672
"Glyma14g38516.2",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g12910.2",3.60822179,2.708883726,3.543105605,4.08008541,4.109900021,3.295618641,2.400776787,2.967061604,3.255648587
"Glyma10g29180.2",3.60822179,3.691498409,3.060366475,2.504094126,3.081390186,3.077327899,2.970397346,3.119595914,2.134442499
"Glyma02g37570.1",5.055331333,5.395194889,4.920405151,6.103245458,5.526899002,5.787444605,5.449142901,5.373469621,5.539058301
"Glyma08g01200.2",6.393331479,6.097532251,6.071839691,3.508926494,3.925073038,4.268174867,5.192490224,5.061121224,4.931168661
"Glyma20g12150.1",5.677956063,5.643990937,6.331305197,5.277342903,5.947652869,5.716258344,1.960025921,2.79429905,2.979755932
"Glyma13g06950.2",3.60822179,3.219282553,3.593010849,2.504094126,2.54603671,0.802444419,2.970397346,3.817761013,2.629277496
"Glyma13g34570.1",4.768720191,4.043159278,4.574861577,3.100206401,3.566863045,2.815709867,4.226705426,4.527976936,3.85248678
"Glyma07g05420.1",0.802444419,0.802444419,0.802444419,0.802444419,2.152379961,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g40030.1",2.57615938,2.708883726,2.822146858,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma20g35020.1",3.189934035,2.708883726,2.822146858,3.508926494,3.75743533,2.815709867,3.919421798,3.758838685,3.484529468
"Glyma17g34730.2",4.189719725,5.788774198,5.40440493,6.543010958,6.234048872,6.180149145,7.209079343,7.138638427,7.016765508
"Glyma19g42130.4",4.768720191,3.353473394,4.574861577,5.277342903,4.577856809,4.268174867,3.525391014,4.474600105,4.384823783
"Glyma16g34370.4",4.600559949,4.043159278,3.818717943,4.485384761,3.617015097,2.815709867,4.226705426,4.103872489,4.005527029
"Glyma16g05050.3",6.492371792,7.022529901,6.569525971,5.17215966,6.119419942,6.571392649,6.148827783,5.895433068,6.036940311
"Glyma06g13190.2",3.189934035,3.070193613,2.138459829,3.100206401,3.46073552,2.485804332,3.669489075,3.599612774,2.134442499
"Glyma15g28380.1",7.79059089,7.49978755,7.4098721,7.308941537,7.204838143,7.224664714,6.886879905,7.263834419,7.362807909
"Glyma20g29590.2",5.400091136,5.618378511,4.861654348,4.93540082,5.077653981,5.60240866,5.525432095,5.273252452,5.205851824
"Glyma06g42485.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g27980.1",2.57615938,1.806181881,1.969199029,2.504094126,2.750602782,2.024570893,2.717845277,3.166774704,2.979755932
"Glyma16g34240.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma02g29610.1",0.802444419,2.195941712,3.641178542,0.802444419,1.773750117,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g06575.1",3.928861976,3.878324529,3.859787307,2.504094126,2.429190874,2.024570893,4.131515099,4.150184819,4.005527029
"Glyma09g24870.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma04g03310.3",6.172152832,6.187313378,6.352731464,4.485384761,5.589807613,5.562365272,5.04462986,5.036853374,5.004924918
"Glyma12g05450.1",0.802444419,2.195941712,2.906502055,0.802444419,2.429190874,2.024570893,3.669489075,2.59424315,3.255648587
"Glyma20g14554.1",6.172152832,7.188201912,7.078194944,7.579101255,7.105128891,7.471381935,8.232453592,8.185563442,8.13476382
"Glyma20g31220.2",4.768720191,4.324366604,3.899687461,3.82347168,3.964029309,4.051948721,3.800033846,3.98097683,4.005527029
"Glyma04g21450.1",0.802444419,1.806181881,2.138459829,3.100206401,2.152379961,0.802444419,1.960025921,2.161653477,2.134442499
"Glyma11g11323.2",0.802444419,0.802444419,1.969199029,0.802444419,1.773750117,0.802444419,0.802444419,1.780646184,0.802444419
"Glyma08g18211.1",10.21517996,10.25343332,10.13729626,8.812902988,8.724299368,9.004241057,7.703009731,8.294198596,8.819447158
"Glyma13g41031.1",4.409914796,4.446507418,4.246635248,4.297148571,4.14412898,4.455765278,4.554162475,4.768486952,4.683947725
"Glyma06g13860.1",6.905631001,6.320254852,6.985249467,5.984182951,6.119419942,5.787444605,5.913793844,6.30838148,5.767735021
"Glyma09g41921.4",0.802444419,1.806181881,1.763406798,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma04g12381.1",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g09780.2",0.802444419,3.788031682,3.93848481,3.82347168,3.75743533,3.48353348,2.970397346,3.665507789,3.255648587
"Glyma15g00885.1",0.802444419,2.480108018,1.488107454,3.100206401,2.652548323,2.024570893,2.400776787,2.912002562,3.484529468
"Glyma10g12760.1",0.802444419,0.802444419,0.802444419,2.504094126,0.802444419,0.802444419,2.400776787,2.262366414,0.802444419
"Glyma02g11750.1",9.748710507,9.500075524,9.761765096,9.564535297,9.848011911,9.896546007,8.869617541,9.155317866,9.25951139
"Glyma16g06320.3",3.928861976,3.353473394,3.131044685,3.508926494,3.925073038,3.077327899,3.919421798,3.665507789,4.005527029
"Glyma08g47655.3",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma20g26210.1",2.57615938,4.043159278,3.491326922,4.08008541,3.220032249,2.485804332,2.717845277,3.119595914,3.255648587
"Glyma06g22745.5",2.57615938,2.195941712,2.412894115,0.802444419,1.495619672,0.802444419,2.400776787,2.161653477,0.802444419
"Glyma17g24150.2",3.60822179,3.219282553,3.262081821,2.504094126,2.299330519,2.485804332,3.364437003,2.354658205,2.979755932
"Glyma02g36901.6",0.802444419,1.806181881,1.763406798,0.802444419,1.495619672,0.802444419,0.802444419,1.374338448,2.979755932
"Glyma18g22973.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
